nom,comment,pays,niveau,cout
Poulet tandoori et riz aux épices,Peut-on laisser macérer le poulet une nuit au lieu de 6 heures ?,inde,Facile,2.76
Poulet tandoori et riz aux épices,"La recette, huummm,  elle est super. Je n'ai pas trouvé de basmati mais un bon riz a fait l'affaire.",inde,Facile,2.76
Poulet tandoori et riz aux épices,"Dans les supermarchés au rayon produits exotiques on trouve de tout, même de la pâte tandoori !",inde,Facile,2.76
Poulet tandoori et riz aux épices,Miam !,inde,Facile,2.76
Poulet tandoori et riz aux épices,"Qu'est-ce que la cardamome ? Où peut-on en trouver, ainsi que le chutney et la pate tandoori ?",inde,Facile,2.76
Poulet tandoori et riz aux épices,"Le tandoori se vend dans les boutiques pakistanaises à la gare de l'est ou du nord, chez les srilankais indous, sinon on en trouve à Carrefour. J'ai fait souvent ce plat et c'est très bon. ",inde,Facile,2.76
Poulet tandoori et riz aux épices,"On trouve le tandoori dans les épiceries indiennes ou dans d'autres magasins asiatiques. Pour ma part, je l'achète en poudre et je fais cuire les morceaux de poulet en papillottes que j'ouvre 10 mn avant la fin pour les passer au grill.
Je faire confire les oignons auxquels j'ajoute des rondelles de citron vert et des quartiers de tomate. 
Je sers le tout en garniture avec le riz.
Conseil  : mettre des gants jetables. Le tandoori est un excellent colorant !!!!!
Bon appétit, c'est excellent !",inde,Facile,2.76
Poulet tandoori et riz aux épices,Où trouver ces ingédients à Genève ?,inde,Facile,2.76
Poulet tandoori et riz aux épices,J'aimerai beaucoup faire cette recette de poulet tandoori mais je suis bloquée par ce tandoori ? Peut-on s'en passer et qu'est ce que c'est ? Merci de me renseigner.,inde,Facile,2.76
Poulet tandoori et riz aux épices,"Le tandoori, c'est le curry indien à ma connaissance, il est plus fort en pigments, que le curry asiatique certain  appelle carry, je reviendrai plus tard pour vous donner la composition,",inde,Facile,2.76
Poulet tandoori et riz aux épices,"Chère Maryse , on ne peux pas préparer le tandouri sans l'épice du tandouri, il se vend dans les magazins indien, moi j'habite en Algérie, mais j'ai fait ma réserve quand je suis monter en France, gare du nord , ",inde,Facile,2.76
Poulet tandoori et riz aux épices,Ou trouve-t-on cette fameuse pâte tandoori ?,inde,Facile,2.76
Poulet tandoori et riz aux épices,"Sommes-nous condamné, en simple consomateurs, à utiliser cette ""pâte"" sans en connaitre les ingrédients, ni le mode préparatoire ? ...",inde,Facile,2.76
Poulet tandoori traditionnel,"Pour ceux qui se plaignent de poulet sec, voilà la solution qui manque à la recette:Enveloppez votre plat avec du papier aluminium pour limiter l'évaporation.
Puis découvrez 10 mn avant la fin de cuisson pour avoir la couleur dorée.",inde,Facile,1.95
Poulet tandoori traditionnel,"Tout ça pour ça ! 
Tout était sec presque immangeable… très décevante cette recette ! 
Je ne la conseille pas.
 Énergie une heure de cuisson et sauce disparue 

J ai mis les mêmes ingrédients à la poile, prêt en 15 min avec une sauce savoureuse. Miam 
 
",inde,Facile,1.95
Poulet tandoori traditionnel,"Pour vous remercier de tous vos commentaires sur cette recette, l’équipe CuisineAZ l’a amélioré en prenant compte de vos avis! Alors qu’en pensez-vous? Cette recette a plu à votre petite famille?",inde,Facile,1.95
Poulet tandoori traditionnel,"Pour rester dans l'atmosphère indienne de ce plat, je l'ai servi avec un riz safrané et une salade composée pour un peu de légèreté. Ce plat aux saveurs et aux arômes épicésm'a bien plu.",inde,Facile,1.95
Poulet tandoori traditionnel,Cette recette me semble idéale pour épater mes convives ce weekend. Je pense que ce plat sortira du lot. Mon dîner sera une découverte de l'Inde et de ses saveurs.,inde,Facile,1.95
Poulet tandoori traditionnel,"Je n'aime pas trop les plats épicés mais cette recette me semble tellement facile et appétissante que je me suis aventurée à la tester. Bien évidemment, j'ai ajusté les doses d'épices à ma convenance et je me suis régalée.",inde,Facile,1.95
Poulet tandoori traditionnel,J'ai testé la recette la semaine dernière. J'ai juste modifié le temps de cuisson en laissant les poulets tandoori cuire 15 minutes de plus pour avoir une texture plus croustillante. Mon plat était réussi et la cuisson était parfaite à mon goût.,inde,Facile,1.95
Poulet tandoori traditionnel,"Ce poulet tandoori je le cuisine assez souvent et surtout pendant la période de Ramadan. Mon secret, qui a été révélé dans la recette, c'est d'écraser du gingembre et de les mettre dans la marinade, ça rend le poulet plus parfumé et plus goûteux.",inde,Facile,1.95
Poulet tandoori traditionnel,Cette recette nous emmène directement au coeur de l'Inde! Mon mari et moi sommes tombés sous le charme de cette recette aux saveurs et épices indiennes.,inde,Facile,1.95
Poulet tandoori traditionnel,"Comme suggère la recette, j'ai pris des blancs de poulet pour faire mon poulet tandoori. J'ai fait quelques entailles pour que la marinade pénètre bien dans la chair du poulet. Après la cuisson, mon conjoint et moi avons dégusté le poulet avec une salade, une purée de patates douces et une bouteille de vin. C'était un merveilleux moment!",inde,Facile,1.95
Poulet tandoori traditionnel,Je viens de terminer la préparation et mon poulet est au frigo en train de mariner dans ces épices indiennes. Demain je passerai un moment tranquille avec ma famille en dégustant un bon repas. Miam!,inde,Facile,1.95
Poulet tandoori traditionnel,J'aime dénicher des recettes traditionnelles. J'ai trouvé que le poulet avait un parfum épicé que j'ai beaucoup aimé. C'était vraiment exquis à la dégustation. ,inde,Facile,1.95
Poulet tandoori traditionnel,Je me suis aventurée à modifier la recette en badigeonnant le dessus de mon poulet de miel avant de le mettre au four. Mon poulet était légèrement caramélisé et fondant en bouche. Un délice qui a plu à toute la famille.,inde,Facile,1.95
Poulet tandoori traditionnel,"Facile à réaliser donc j'approuve ! Pensez à bien assaisonner, c'est le secret de la recette ! Surveillez également le temps de cuisson qui est variable suivant les fours !",inde,Facile,1.95
Poulet tandoori traditionnel,C'est une recette qui est facile à réaliser. Moi j'utilise de la pâte à tandoori et c'est super bon. Je mets une petite touche de zestes de citron vert aussi mais par contre je préfère utiliser des escalopes couper pour qu'il y ait plus de saveurs dans la viande que sur une cuisse.,inde,Facile,1.95
Poulet tandoori traditionnel,Vous pouvez entailler les cuisses pour que la marinade parfume  plus la viande. Le temps de cuisson indiqué  est un peu juste pour des cuisses de poulet.,inde,Facile,1.95
Poulet tandoori traditionnel,N'hésitez pas à entailler la chair du poulet pour la marinade pénètre mieux.,inde,Facile,1.95
Poulet tandoori traditionnel,"Une recette facile à faire, prévoir un temps de cuisson plus long , le temps variant selon les fours mais ce n'est qu'un détail qui ne retire en rien les saveurs de ce plat",inde,Facile,1.95
Poulet tandoori traditionnel,A servir avec du riz. Les cuisses ne doivent pas être trop épaisses pour 25 min de cuisson.,inde,Facile,1.95
Poulet tandoori traditionnel,Une belle recette qui sent bon les épices,inde,Facile,1.95
Poulet tikka massala,"Il manque beaucoup trop d'ingrédients dans cette recette, entre autres cardamome, gingembre, pâte tandoori, coriandre, bouillon etc etc etc",inde,Facile,2.7
Poulet tikka massala,Que veut dire Chauffer le four th.7?,inde,Facile,2.7
Poulet tikka massala,J ai une amie indienne qui m en a fait une fois. Il n y a pas de sauce dans le poulet tikka massala (ce qui m a aussi surprise...). Il s avère que le poulet du restau indien est l équivalent du couscous royal pour les marocain. Un truc qu on fait pour les touristes mais qui n est en rien une recette typique du pays ;) d où le manque de sauce dans cette recette ^^ ,inde,Facile,2.7
Poulet tikka massala,"Recette trop simplifiée ce n'est certainement pas la vraie recette du Poulet Tikka Massala, il n'y a pas de sauce, le poulet est sec et reste presque blanc.",inde,Facile,2.7
Riz à l'indienne,"Je pense qu'il faut, après avoir ajouté dans la sauteuse chou-fleur, carottes et tomates, saupoudrer les légumes de curry, juste avant de verser l'eau chaude.",inde,Facile,0.84
Riz à l'indienne,"Si on commence par cuire le riz comme indiqué sur le paquet, c'est déja raté",inde,Facile,0.84
Riz à l'indienne,encore un oubli dans la cuisson !Que faites-vous du curry ?,inde,Facile,0.84
Riz à l'indienne,si nous devrions suivre à la lettre cette recette !!!!! il manquerait beaucoup d'ingrédients curry raisin etc... surtout je pense au gens qui ne savent pas cuisinermerci,inde,Facile,0.84
Samoussas à la viande hachée et aux petits légumes,J'ai testé cette recette ce soir et c'était un vrai délice ! Les samoussas étaient bien croustillants et les petits légumes apportaient une touche de fraîcheur à la viande hachée. Merci pour cette découverte culinaire !,inde,Facile,1.85
Samoussas à la viande hachée et aux petits légumes,"Ces samoussas m'ont vraiment fait voyager avec leur mélange de saveurs exotiques ! Les petits pois et la coriandre donnent une touche de frais à la viande hachée. J'ai adoré les plier dans les feuilles de brick et les cuire en un rien de temps. Parfumé, croustillant et délicieux !",inde,Facile,1.85
Samoussas à la viande hachée et aux petits légumes,J'ai essayé cette recette et j'ai adoré ! Les samoussas étaient très croustillants et la viande hachée était parfaitement assaisonnée. C'était facile à faire et j'ai pu les servir en apéritif lors d'un dîner entre amis. Je recommande cette recette !,inde,Facile,1.85
Samoussas à la viande hachée et aux petits légumes,Délicieux! J'ai suivi exactement la recette et mes samoussas étaient incroyables. La viande hachée était parfaitement assaisonnée et les petites légumes ajoutent une belle texture. Mes invités ont été impressionnés. Je recommande fortement cette recette!,inde,Facile,1.85
Samoussas à la viande hachée et aux petits légumes,Je viens de tester cette recette et je suis agréablement surpris par le mélange de saveurs des petits légumes et de la viande hachée. Les feuilles de brick apportent une touche croustillante très appréciable. Je referai cette recette sans hésiter pour un apéritif réussi.,inde,Facile,1.85
Samoussas à la viande hachée et aux petits légumes,J'ai préparé cette recette pour un apéritif et c'était un succès! Les samoussas étaient croustillants et les petits légumes ajoutaient une touche de douceur. La coriandre et le gingembre ont donné une saveur épicée délicieuse. À refaire sans hésitation!,inde,Facile,1.85
Samoussas à la viande hachée et aux petits légumes,"Ces samoussas sont remplis de saveurs ils sont délicieux !! ils ont été dévorés lors de l'apéro, merci pour cette recette ! :D ",inde,Facile,1.85
Samoussas à la viande hachée et aux petits légumes,remplacer les petits pois par des carottes râpées et du soja,inde,Facile,1.85
Samoussas au poulet et au curry,Une vrai tuerie!! Je vous le conseil vivement ,inde,Facile,1.8
Samoussas au poulet et au curry,"Un vrai régal !!!Mes enfants, mon mari ont adorés !!!
",inde,Facile,1.8
Samoussas au poulet et au curry,Pour rester dans la tonalité asiatique j'utiliserais plutôt du soja cuisine que de la crème fraîche.,inde,Facile,1.8
Samoussas au poulet et au curry,J'ai déjà eu l'occasion de préparer des samoussas farcis au thon mais jamais au poulet et au curry. Je vais essayer la recette pour varier mes plats.,inde,Facile,1.8
Samoussas au poulet et au curry,Je n'aime pas trop les recettes épicées mais cette recette me semble tellement facile et appétissante que je me suis aventurée à la tester. J'étais bluffée par le resultat.,inde,Facile,1.8
Samoussas au poulet et au curry,Mon mari et moi nous adorons ce genre de recette qui nous fait voyager à travers notre assiette. Vous êtes géniaux Cuisineaz!,inde,Facile,1.8
Samoussas au poulet et au curry,Je prépare souvent ces amuse-bouches pour le goûter d'anniversaire de mes enfants. Tous les petits invités en raffolent.,inde,Facile,1.8
Samoussas au poulet et au curry,"C'est une recette que je compte tester le weekend prochain, j'aurai des invités à la maison j'en suis sûre qu'ils vont adorer.",inde,Facile,1.8
Samoussas au poulet et au curry,"J'ai changé un peu la recette en utilisant de la viande pour farcir mes samoussas. Résultat, c'est tout aussi délicieux que les samoussas farcis au poulet.",inde,Facile,1.8
Samoussas au poulet et au curry,Moi j'ai tous les ingrédients à la maison pour pouvoir préparer ces délicieux samoussas pour le goûter des enfants. Je suis sûre qu'ils vont adorer.,inde,Facile,1.8
Samoussas au poulet et au curry,Premier essai et cuisson parfaite. J'ai suivi toutes les étapes sans rien modifier et les samoussas au poulet et au curry ont épaté toute la famille.,inde,Facile,1.8
Samoussas au poulet et au curry,"J'en fait souvent pour faire plaisir à ma famille, et surtout c'est idéal pour un apéro entre amis.",inde,Facile,1.8
Samoussas au poulet et au curry,Des samoussas farcis au poulet et au curry bien croustillants accompagnés d'une petite sauce de piment... Un régal.,inde,Facile,1.8
Samoussas au poulet et au curry,Nous sommes heureux de vous annoncer que cette recette a été améliorée pour votre plus grand bonheur! Merci pour ces commentaires constructifs qui font avancer la qualité du contenu que nous diffusons sur CuisineAZ. L’équipe a hâte de découvrir tous vos nouveaux commentaires!,inde,Facile,1.8
Samoussas au poulet et au curry,"Qui n'est pas fan d'un savoureux samoussa de  poulet chaud et épicé ? C'est l'un des piliers de la cuisine Indienne et est généralement servi en entrée. Garnissez vos samoussas de vos ingrédients préférés ( poulet, coriandre, épices indiennes, petits légumes, curry)et faites votre propre fête indienne !",inde,Facile,1.8
